Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9F0Y6	FADA_ENTCL	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA	Enterobacter cloacae	387
Q32A20	FADA_SHIDS	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA SDY_3900	Shigella dysenteriae serotype 1 (strain Sd197)	387
B2S9G5	FABA_BRUA1	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA BAbS19_I20350	Brucella abortus (strain S19)	172
Q8K9Q6	FABI_BUCAP	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI BUsg_255	Buchnera aphidicola subsp. Schizaphis graminum (strain Sg)	260
B8GSX7	FABH_THISH	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Tgr7_1911	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	322
P73016	FABI_SYNY3	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI envM slr1051	Synechocystis sp. (strain PCC 6803 / Kazusa)	258
P0A6R1	FABH_ECOL6	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH c1360	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	317
P54200	FAD21_MYCLE	reviewed	Putative fatty-acid--CoA ligase fadD21 (EC 6.2.1.-) (Acyl-CoA synthetase)	fadD21 masC ML1234	Mycobacterium leprae (strain TN)	579
O24994	FABH_HELPY	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH HP_0202	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	331
Q2GDD8	FABH_NEOSM	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH NSE_0630	Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama) (Ehrlichia sennetsu)	311
Q7U343	FABA_HAEDU	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA HD_0181	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	176
B8F8M2	FABA_HAEPS	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA HAPS_2242	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis)	176
A6X1X8	FABH_OCHA4	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Oant_2519	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / JCM 21032 / NBRC 15819 / NCTC 12168)	323
Q0BWN5	FABA_HYPNA	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA HNE_3435	Hyphomonas neptunium (strain ATCC 15444)	184
Q6D690	FABH_PECAS	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH ECA1795	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	317
Q99VA6	FABF_STAAM	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	fabF SAV0984	Staphylococcus aureus (strain Mu50 / ATCC 700699)	414
Q21XP4	FABH_RHOFT	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH Rfer_1730	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	325
P38004	FABG_CHLTR	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG CT_237	Chlamydia trachomatis (strain D/UW-3/Cx)	248
Q883Y6	FABA_PSESM	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PSPTO_2211	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	171
P43713	FABG_HAEIN	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG HI_0155	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	242
P0A0H9	FABG_STAAM	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG SAV1231	Staphylococcus aureus (strain Mu50 / ATCC 700699)	246
B4TDZ4	FABA_SALHS	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA SeHA_C1176	Salmonella heidelberg (strain SL476)	172
Q21M18	FABA_SACD2	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA Sde_0999	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	174
P0AEK3	FABG_SHIFL	reviewed	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase)	fabG SF1097 S1177	Shigella flexneri	244
Q1GI69	FABH_RUEST	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH TM1040_0914	Ruegeria sp. (strain TM1040) (Silicibacter sp.)	323
Q8FXY7	ACCD_BRUSU	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD BR2107 BS1330_I2101	Brucella suis biovar 1 (strain 1330)	301
Q823D5	ACP_CHLCV	reviewed	Acyl carrier protein (ACP)	acpP CCA_00487	Chlamydophila caviae (strain GPIC)	77
A6GWG2	ACCD_FLAPJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD FP0322	Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)	284
Q254J6	ACP_CHLFF	reviewed	Acyl carrier protein (ACP)	acpP CF0520	Chlamydia felis (strain Fe/C-56) (Chlamydophila felis)	78
C1DCE5	ACP_LARHH	reviewed	Acyl carrier protein (ACP)	acpP LHK_00569	Laribacter hongkongensis (strain HLHK9)	79
A6V2W2	ACCD_PSEA7	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD PSPA7_2021	Pseudomonas aeruginosa (strain PA7)	290
P63469	ACPS_STAAN	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS dpj SA1875	Staphylococcus aureus (strain N315)	119
Q3ATN9	ACCA_CHLCH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Cag_0363	Chlorobium chlorochromatii (strain CaD3)	334
Q98CN5	ACCD_RHILO	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD mlr5075	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	308
Q1JA49	ACPS_STRPB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS MGAS2096_Spy1560	Streptococcus pyogenes serotype M12 (strain MGAS2096)	118
P44874	ATOA_HAEIN	reviewed	Acetate CoA-transferase subunit beta (EC 2.8.3.8) (Acetyl-CoA:acetoacetate CoA-transferase subunit beta)	atoA HI_0773	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	223
A5F5H4	ACPS_VIBC3	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS VC0395_A2035 VC395_2572	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	126
Q5SHG3	ACCA_THET8	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA TTHA1767	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	316
Q3SL76	ACCA_THIDA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Tbd_0588	Thiobacillus denitrificans (strain ATCC 25259)	322
Q667V4	ACPS_YERPS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS YPTB2886	Yersinia pseudotuberculosis serotype I (strain IP32953)	126
Q1RG04	ACCA_ECOUT	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA UTI89_C0200	Escherichia coli (strain UTI89 / UPEC)	319
B7GZY9	ACCA_ACIB3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA ABBFA_002953	Acinetobacter baumannii (strain AB307-0294)	273
A0LT89	ACP_ACIC1	reviewed	Acyl carrier protein (ACP)	acpP Acel_0876	Acidothermus cellulolyticus (strain ATCC 43068 / 11B)	84
A6VQU9	ACP_ACTSZ	reviewed	Acyl carrier protein (ACP)	acpP Asuc_2000	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	76
Q126K7	ACPS_POLSJ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Bpro_3631	Polaromonas sp. (strain JS666 / ATCC BAA-500)	132
Q13X62	ACCA_PARXL	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Bxeno_A2789 Bxe_A1628	Paraburkholderia xenovorans (strain LB400)	323
A8AD21	ACPS_CITK8	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CKO_00219	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	126
A5FS12	ACPS_DEHMB	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS DehaBAV1_0422	Dehalococcoides mccartyi (strain ATCC BAA-2100 / JCM 16839 / KCTC 5957 / BAV1)	119
C1D023	ACPS_DEIDV	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Deide_04450	Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923)	127
Q57T23	ACCA_SALCH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SCH_0232	Salmonella choleraesuis (strain SC-B67)	319
Q0RRN3	ACPS_FRAAA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS FRAAL1120	Frankia alni (strain ACN14a)	118
Q325V5	ACCA_SHIBS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SBO_0173	Shigella boydii serotype 4 (strain Sb227)	319
Q2NRM3	ACCA_SODGM	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SG1927	Sodalis glossinidius (strain morsitans)	319
A6VPA5	FABA_ACTSZ	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA Asuc_1443	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)	177
Q5M174	ACCA_STRT1	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA str0393	Streptococcus thermophilus (strain CNRZ 1066)	256
Q2W515	ACPS_MAGSA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS amb2256	Magnetospirillum magneticum (strain AMB-1 / ATCC 700264)	131
A9W511	ACPS_METEP	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Mext_2272	Methylobacterium extorquens (strain PA1) (Methylorubrum extorquens)	136
Q8FB90	FABR_ECOL6	reviewed	HTH-type transcriptional repressor FabR	fabR c4926	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	215
B5R3S0	FADI_SALEP	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI SEN2371	Salmonella enteritidis PT4 (strain P125109)	436
A4WFX5	FADA_ENT38	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA Ent638_3950	Enterobacter sp. (strain 638)	387
P9WQ56	FAA30_MYCTO	reviewed	Long-chain-fatty-acid--AMP ligase FadD30 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)	fadD30 MT0417	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	585
B7HLI7	FAPR_BACC7	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR BCAH187_A3902	Bacillus cereus (strain AH187)	197
Q31ZE6	FABH_SHIBS	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH SBO_1972	Shigella boydii serotype 4 (strain Sb227)	317
P9WQD8	FAB1_MYCTO	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase 1) (KAS 1)	kasA MT2305	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	416
Q3BZG2	FABV_XANC5	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV XCV0120	Xanthomonas campestris pv. vesicatoria (strain 85-10)	402
A8FD53	FAPR_BACP2	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR BPUM_1487	Bacillus pumilus (strain SAFR-032)	188
B9JGS3	FABA_AGRRK	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA Arad_0158	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)	171
Q6FF68	FADB_ACIAD	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB ACIAD0335	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	717
B1YIN7	FAPR_EXIS2	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR Exig_1911	Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15)	189
B0VE45	FADB_ACIBY	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB ABAYE3470	Acinetobacter baumannii (strain AYE)	717
A4TM82	FADJ_YERPP	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ YPDSF_2013	Yersinia pestis (strain Pestoides F)	774
B0VLX4	FADB_ACIBS	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB ABSDF3220	Acinetobacter baumannii (strain SDF)	717
P53526	ECH12_MYCLE	reviewed	Probable enoyl-CoA hydratase echA12 (EC 4.2.1.17)	echA12 ML1241 B1170_C2_224 MLCB1610.01	Mycobacterium leprae (strain TN)	294
A5E877	FABA_BRASB	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA BBta_0069	Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)	173
A4YJF9	FABA_BRASO	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA BRADO0063	Bradyrhizobium sp. (strain ORS 278)	173
B5FEW8	FADB_ALIFM	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB VFMJ11_0024	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	725
B2VJ00	ACCD_ERWT9	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ETA_11730	Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99)	302
Q3KMC6	ACP_CHLTA	reviewed	Acyl carrier protein (ACP)	acpP CTA_0258	Chlamydia trachomatis serovar A (strain ATCC VR-571B / DSM 19440 / HAR-13)	77
B0UU81	ACCD_HISS2	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD HSM_1360	Histophilus somni (strain 2336) (Haemophilus somnus)	299
Q9RG22	ACP_RHILE	reviewed	Acyl carrier protein AcpP (ACP)	acpP	Rhizobium leguminosarum	78
Q1RKB8	ACP_RICBR	reviewed	Acyl carrier protein (ACP)	acpP RBE_0115	Rickettsia bellii (strain RML369-C)	86
Q9Z901	BCCP_CHLPN	reviewed	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB CPn_0183 CP_0585 CpB0186	Chlamydia pneumoniae (Chlamydophila pneumoniae)	167
Q0AVM4	BCD1_SYNWW	reviewed	Butyryl-CoA dehydrogenase Swol_1933 (BCD) (EC 1.3.8.1)	Swol_1933	Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen)	610
P0A2W1	ACP_STRR6	reviewed	Acyl carrier protein (ACP)	acpP acp spr0378	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	74
Q0WDC3	ACCD_YERPE	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD YPO2768 y1601 YP_2396	Yersinia pestis	304
P63470	ACPS_STAAW	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS dpj MW1995	Staphylococcus aureus (strain MW2)	119
C1CFR8	ACPS_STRZJ	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS SPJ_1592	Streptococcus pneumoniae (strain JJA)	120
Q1MB43	ACCA_RHIL3	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA RL4355	Rhizobium leguminosarum bv. viciae (strain 3841)	317
B5BAP2	ACCA_SALPK	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SSPA0231	Salmonella paratyphi A (strain AKU_12601)	319
Q2JFD8	ACPS_FRACC	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Francci3_0620	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	118
Q1WV15	ACPS_LACS1	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS LSL_0357	Lactobacillus salivarius (strain UCC118)	135
Q1RH28	FABI_RICBR	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI RBE_1255	Rickettsia bellii (strain RML369-C)	262
B8CPY7	FADI_SHEPW	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI swp_3140	Shewanella piezotolerans (strain WP3 / JCM 13877)	436
Q7MIS4	FADI_VIBVY	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI VV2441	Vibrio vulnificus (strain YJ016)	435
B7I3P0	FADA_ACIB5	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA AB57_0386	Acinetobacter baumannii (strain AB0057)	390
